iteration,eil51,eil76,kroA100,gr202
204,173.286385,235.2416357,607.1760173,45.45841633
205,173.286385,234.0892193,607.1760173,45.45841633
206,173.286385,234.0892193,607.1760173,45.45841633
207,173.286385,234.0892193,607.1760173,45.45841633
208,172.7230047,234.0892193,607.1760173,45.45841633
209,172.7230047,234.0892193,607.1760173,45.45841633
210,172.7230047,234.0892193,607.1760173,45.45841633
211,172.7230047,234.0892193,607.1760173,45.45841633
212,172.7230047,234.0892193,607.1760173,45.45841633
213,172.7230047,234.0892193,607.1760173,45.45841633
214,172.7230047,234.0892193,607.1760173,45.45841633
215,172.7230047,234.0892193,607.1760173,45.45841633
216,172.7230047,234.0892193,607.1760173,45.45841633
217,172.7230047,234.0892193,607.1760173,45.45841633
218,172.7230047,233.5687732,607.1760173,45.45841633
219,172.1830986,233.5501859,607.1760173,45.45841633
220,172.1830986,233.5501859,607.1760173,45.45841633
221,172.1830986,233.5501859,607.1760173,45.40214143
222,172.1830986,233.5501859,607.1760173,45.40214143
223,172.1830986,233.5501859,607.1760173,45.40214143
224,172.1830986,233.5501859,607.1760173,45.40214143
225,172.1830986,233.5501859,607.1760173,45.3685259
226,172.1830986,233.5501859,607.1760173,45.3685259
227,172.1830986,233.5501859,607.1760173,45.3685259
228,172.1830986,232.5650558,607.1760173,45.3685259
229,172.1830986,232.5650558,607.1760173,45.3685259
230,171.7370892,232.5650558,607.1760173,45.3685259
231,171.7370892,232.5650558,607.1760173,45.3685259
232,171.7370892,232.5650558,607.1760173,45.3685259
233,171.7370892,232.5650558,607.1760173,45.3685259
234,171.7370892,232.5650558,607.1760173,45.3685259
235,171.7370892,232.5650558,607.1760173,45.3685259
236,171.7370892,232.5650558,607.1760173,45.3685259
237,171.7370892,232.5650558,607.1760173,45.36429283
238,171.7370892,232.5650558,607.1760173,45.36429283
239,171.7370892,232.5650558,607.1760173,45.36429283
240,171.7370892,232.5650558,607.1760173,45.36429283
241,171.7370892,232.5650558,607.1760173,45.28162351
242,171.7370892,232.5650558,607.1760173,45.28162351
243,171.7370892,232.5650558,607.1760173,45.11927291
244,171.7370892,232.5650558,606.9180528,45.11927291
245,171.7370892,232.3234201,606.6600883,45.11927291
